delta_index,pair_index,delta,alpha,beta,eta,peak_number,xM_peak,FWHM,Q,WT_peak,origin,D0_confirmed,xM_D0,above_qmin,thin_width
3,280,0.15,0.002777777777777778,0.001,0.47058823529411764,1,0.06251726927756862,0.004526824461889428,13.810402811924996,10246.487237971785,malha_global,False,,,
3,281,0.15,0.0054444444444444445,0.001888888888888889,0.48484848484848486,1,0.0866961875758217,0.008660549234186576,10.010472226587886,3929.4138540526665,malha_global,False,,,
3,300,0.15,0.003666666666666667,0.001,0.5714285714285715,1,0.06606934480075957,0.005019116565707082,13.163540622303094,9884.26350578723,malha_global,False,,,
3,301,0.15,0.007222222222222223,0.001888888888888889,0.5853658536585367,1,0.09120108393559097,0.009616063291952248,9.484243308997124,3798.361102918734,malha_global,False,,,
3,320,0.15,0.004555555555555556,0.001,0.64,1,0.06823386941416697,0.005373980919664997,12.69708069942692,9788.732449580204,malha_global,False,,,
3,340,0.15,0.006333333333333334,0.001,0.7272727272727273,1,0.07144963260755134,0.00586557005790414,12.181191581075652,9801.647696581216,malha_global,False,,,
3,360,0.15,0.009,0.001,0.8000000000000002,1,0.07379042301291007,0.006310291899793291,11.693662382769846,9910.877594826296,malha_global,False,,,
3,380,0.15,0.027777777777777776,0.001,0.9305019305019304,1,0.07870457896950984,0.007150538428917094,11.00680455771345,10359.954532617397,malha_global,False,,,
4,0,0.2,0.001,0.027777777777777776,-0.9305019305019304,1,0.059156163417547425,0.004180085407441053,14.151903047780403,13842.151282271028,malha_global,False,,,
4,1,0.2,0.001888888888888889,0.7222222222222222,-0.9947828755562373,1,0.07726805850957022,0.006257520702729613,12.348030822473328,6540.297225700051,malha_global,False,,,
4,2,0.2,0.002777777777777778,54.44444444444444,-0.9998979643895719,1,0.028973435877013242,0.000157892042836668,183.50155813098777,83723.1635688008,malha_global,True,0.02900265488958242,,
4,4,0.2,0.0054444444444444445,45.55555555555556,-0.9997610041726721,1,0.04405548635065534,0.0002755082006476589,159.90626140017113,33610.605993137564,malha_global,True,0.044030884117397716,,
4,6,0.2,0.00811111111111111,90.0,-0.999819769329431,1,0.03926449353995997,0.0002456696740790118,159.8263753438766,18908.686965803903,malha_global,True,0.039202530567915866,,
4,8,0.2,0.01888888888888889,722.2222222222222,-0.9999476936757038,1,0.02157744409152667,0.000183513651124758,117.57950408200252,548.5490238479347,malha_global,True,0.021622155320591748,,
4,9,0.2,0.03666666666666667,90.0,-0.999185517011588,1,0.08317637711026708,0.0008302053423542843,100.18771605877254,3207.923247763622,malha_global,True,0.08335025031796461,,
4,10,0.2,0.05444444444444445,81.11111111111111,-0.998658434749278,1,0.1066044029352902,0.0008820918529597876,120.85408404758276,2423.4022793376857,malha_global,True,0.10668334819932225,,
4,11,0.2,0.07222222222222222,100.0,-0.9985565980125465,1,0.1114076050700467,0.0009126433001476336,122.07135586490895,1881.6708738775026,malha_global,True,0.11126280084524329,,
4,12,0.2,0.09,188.88888888888889,-0.9990475126557345,1,0.09120108393559097,0.0008339261146062121,109.36350635650376,1234.842086591334,malha_global,True,0.09139157389132693,,
4,13,0.2,0.18888888888888888,633.3333333333333,-0.9994036866197801,1,0.07311390834834172,0.0005737392742362207,127.4340308072394,222.8688170146035,malha_global,True,0.07296902021905881,,
4,14,0.2,0.4555555555555556,45.55555555555556,-0.9801980198019802,1,0.40380253502334884,0.016062744941022278,25.13907408142221,56.98607272381422,malha_global,False,,,
4,17,0.2,3.6666666666666665,544.4444444444445,-0.9866207176160553,1,0.34496330887258175,0.0014326525818762481,240.7864357601664,73.20043768325931,malha_global,True,0.34519963038740814,,
4,18,0.2,8.11111111111111,900.0,-0.9821363024593173,1,0.39959973315543695,0.0013234301889039068,301.9424345203988,43.85587358756247,malha_global,True,0.3993521064856489,,
4,19,0.2,100.0,3000.0,-0.9354838709677419,1,0.7568378919279519,0.0009717079507902682,778.8738286153084,9.436774391869458,malha_global,True,0.7566444603916411,,
